label	explanation
0	"The subject of the sentence ""Who achieved the best result"" should be ""Whoever"" instead of ""Who"". This is because ""who"" is a pronoun that refers to people, and it should not be used as a subject. Instead, we use ""whoever"" which is a correct way to start a sentence when referring to an unknown or unspecified person."
0	"The subject of the sentence ""It was"" should be singular to match with the singular subject ""peasant girl"". Therefore, it should be ""It was she"" instead of ""It was the peasant girl"". Additionally, you could use an active voice instead of passive voice for more clarity and conciseness. So, the corrected sentence would be: ""She got it."""
1	None.
0	"The verb tense inconsistency between ""A sick owl"" (present) and ""hunt mice"" (past) makes the sentence incorrect. To fix this, you could change either ""sick"" or ""hunt"" to match the same tense. For example: ""An owl that is sick does not hunt mice."""
1	None. Your sentence is grammatically correct and well-formed.
1	None.
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct! Well done!
1	"None. Your sentence is well-constructed and free of errors. The phrase ""It's not because I have any sympathy for urban guerillas"" is a correct use of subjunctive mood to express a hypothetical situation."
1	There are no grammar mistakes in your sentence. Well done!
0	"The subject of the sentence ""That he was hungry"" should be ""He was hungry"", not ""That"". Additionally, ""whined"" is not the correct verb tense for this context. Instead of whining, John might have complained or grumbled about his hunger. So, the corrected sentence would be: He was hungry, and he complained/grumbled about it."
1	None. Your sentence is grammatically correct and well-formed.
0	"The subject of the sentence ""Because she's so pleasant"" should be ""I"" instead of ""she"", as it is a personal preference statement and not an observation about Mary. Therefore, the corrected sentence would be: ""Because I think she's so pleasant, I really like her."""
1	"None. Your sentence is grammatically correct and well-structured. However, if you want to make it more concise, you could replace ""it doesn't matter"" with a simpler phrase like ""it makes no difference."""
0	"The subject of the sentence ""With no job"" should be ""John"" instead of ""no job"". Therefore, the corrected sentence would be: ""If John had no job, he would not be happy."""
1	None. Your sentence is grammatically correct and well-formed.
1	None.
0	"The phrase ""Any trouble"" should be ""No trouble."" To fix the error, here's the corrected sentence: No trouble is what I don't want."
0	"The phrase ""as high as"" should be followed by an infinitive without ""to,"" not a noun like ""bamboo."" Instead of saying ""They may grow as high as bamboo,"" you could say ""They may grow as tall as bamboo"" or ""They may reach the same height as bamboo."""
1	None. Your sentence is grammatically correct.
1	"None. Your sentence is grammatically correct. The subject of the sentence ""Sally"" agrees with the verb ""kissed"" in number and person."
1	None. Your sentence is grammatically correct and well-structured. You have used the correct verb tense and subject-verb agreement throughout the sentence. Good job!
1	None. Your sentence is well-constructed and free of errors!
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct.
0	"The verb ""hit"" should be changed to the correct form of the verb ""hit"" which is ""hits"" because Gwen is the subject of the sentence and it is a third person singular subject. Therefore, the corrected sentence would be: Gwen hits the baseball."
0	"The subject of the sentence ""I"" should be in agreement with the verb ""hit"". Instead of using ""you"", which is an object pronoun, you should use ""me"" as the subject pronoun to make the sentence grammatically correct. Therefore, the corrected sentence would be: I hit myself instead of I hit that you knew the answer."
0	"The subject-verb agreement is incorrect. ""I've lost my wallet"" and ""I've lost my mind"" are both in the present perfect tense, but they have different subjects. ""I've lost my wallet"" has the subject ""I,"" which is singular, while ""I've lost my mind"" has the subject ""I've,"" which is plural. To fix this mistake, you can change either the subject or the verb to make them agree in number. For example:"
1	None.
0	"The word ""and"" should be replaced with a comma because it connects two independent clauses (He likes cookies and He hates crumb cake). Therefore, the corrected sentence would be: He likes cookies, but he hates crumb cake."
1	None. Your sentence is grammatically correct.
0	"The phrase ""I didn't have a red cent"" should be ""I didn't have a penny."" The word ""cent"" is not commonly used as a unit of currency in English-speaking countries, and it may cause confusion for native speakers. Instead, you can use the more common term ""penny"" to convey the same meaning."
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct and well-formed.
1	"None. Your sentence is well-constructed and does not contain any grammar errors. The subject ""John"" is followed by a verb ""has,"" and the object of the preposition ""of"" is ""dogs."" This structure is commonly used to express fear or phobia in English."
0	"The first mistake is that the subject of the sentence should be ""The building"" instead of ""the building's"". In English, we use apostrophes to indicate possession (ownership), so ""the building's"" suggests that the building owns something, which doesn't make sense."
1	None. Your sentence is grammatically correct!
0	"The subject of the sentence ""Colin"" should be in the third person singular (Colin asked) instead of the first person plural (they)."
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct and well-formed.
1	None.
1	None.
1	None. Your sentence is grammatically correct! Well done!
1	None. Your sentence is grammatically correct and well-formed.
0	"The word ""He"" is a pronoun and should be capitalized because it begins the sentence. Also, you need to add a verb for him to dance. For example: He danced gracefully or He performed an impressive dance."
0	"The subject of the sentence ""Calvin"" should be in third person singular form ""Calvin did his homework"", not ""Did Calvin his homework"". Additionally, the word ""his"" should be replaced with ""his"" to make it possessive form. So, the corrected sentence would be: ""Calvin did his homework."""
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct and well-formed.
1	None.
0	"The word ""likely"" should be an adverb modifying the verb ""to leave,"" but it is not necessary to use it in this context because the sentence already implies that John will leave based on the subject-verb agreement. Therefore, the corrected sentence would be: ""John will leave."" None."
1	None.
0	"The verb ""was sunk"" should be changed to the past tense of the verb ""sink,"" which is ""sank."" Therefore, the corrected sentence would be: ""It sank."""
1	None. Your sentence is grammatically correct and well-formed.
0	"The word ""Have"" is in the present perfect tense, but it should be in the simple past tense to match the rest of the sentence. So, instead of ""Have you seen,"" it should be ""Saw you."" Here's the corrected sentence: Saw you my model airplane collection?"
0	"The verb tense in the sentence is inconsistent. ""It seems"" is in the present tense, but ""was mugged"" is in the past tense. To fix this, you could change either ""seems"" or ""mugged"" to match the same tense. For example:"
0	"The word ""filled"" should be changed to ""containing"" or ""including."" The correct sentence would be: I ate a salad that contained lima beans."
1	"None. Your sentence is grammatically correct and well-formed. The verb ""arriving"" agrees with the subject ""four men,"" and the phrase ""when I pulled up"" is a subordinate clause that modifies the main clause ""There were four men arriving at the station."" Great job!"
1	None. Your sentence is grammatically correct and well-formed.
0	"The subject of the sentence ""I want her to dance"" should be ""she"" instead of ""her"". This is because ""her"" is an object pronoun and cannot function as a subject. Therefore, the corrected sentence would be: I want her to dance."
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct! Well done!
0	"The word ""their"" should be changed to ""her."" Since the subject of the sentence is ""children,"" it should agree with the gender of the noun being referred to (in this case, their mother). So, the corrected sentence would be: The children admire her."
0	"The subject of the sentence ""Who has Peter talked with?"" should be ""who"" instead of ""Peter"". The correct sentence would be ""Who has Peter talked to?"""
0	"The subject of the sentence ""Heidi"" should be in the possessive form ""Heidi's"" instead of just ""Heidi"". This is because the verb ""likes"" requires an object that belongs to Heidi, which is her violin. So, the corrected sentence would be: Heidi likes her violin."
1	None. Your sentence is grammatically correct.
1	None. Your sentence is grammatically correct and well-formed.
0	"The word ""any"" should be changed to ""a"". In English, we use the indefinite article ""a"" before nouns that begin with a consonant sound, and ""an"" before nouns that begin with an vowel sound. So, the corrected sentence would be: An owl hunts mice."
0	"The subject of the sentence ""Any man"" should be plural because it refers to more than one person. Therefore, the correct verb form should also be plural. Instead of ""didn't eat dinner,"" it should be ""did not eat dinner."" So, the corrected sentence would be: Any men did not eat dinner."
1	None.
1	None. Your sentence is grammatically correct and well-structured. You have used the correct verb tenses and subject-verb agreement throughout the sentence. Good job!
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct and well-written.
1	"None. Your sentence is grammatically correct and well-structured. The subject ""any albino tiger"" is correctly placed before the verb ""has,"" and the adjective ""orange"" accurately describes the noun ""fur."" Additionally, the phrase ""marked with black stripes"" effectively modifies the noun ""fur"" and provides more information about its appearance. Well done!"
0	"The word ""any"" should be changed to ""some"". The correct sentence would be: You must pick some flower you see."
1	None.
0	"The phrase ""You may pick every flower"" should be ""You are allowed to pick every flower."" To fix this mistake, the corrected sentence would be: You are allowed to pick every flower, but leave a few for Mary."
1	None. Your sentence is grammatically correct and well-structured. The verb tenses are consistent throughout the sentence, and the subject-verb agreement is proper. Good job!
0	"The subject of the sentence ""In which car"" should be singular to match the verb ""was seen"". Instead of using ""which"", you could use ""in what car"" or simply ""what car"". Additionally, the word order is slightly off as ""the man"" should come before ""seen"". So, here's a corrected version: In what car was the man seen?"
1	None. Your sentence is grammatically correct and well-structured.
1	None. Your sentence is grammatically correct.
1	None. Your sentence is grammatically correct and well-formed.
1	"None. Your sentence is grammatically correct and well-structured. The use of the relative pronoun ""that"" to refer back to ""piano"" is appropriate, and the phrase ""his secret fiancée"" is also correctly constructed. Great job!"
1	None.
1	"None. Your sentence ""a tall building"" is grammatically correct and well-formed."
1	None. Your sentence is grammatically correct and accurately conveys the information you intended to convey.
0	"The word ""which"" should be changed to ""that""."
1	"None. Your sentence is grammatically correct and well-formed. The subject ""Captain Wentworth"" and the verb ""wrote"" agree in number, and the object ""Anne Elliott"" is correctly positioned as the direct object of the verb. Well done!"
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct. Well done!
1	None.
1	"None. Your sentence is grammatically correct and well-structured. The phrase ""Knowing the country well"" functions as an adverbial clause modifying the verb ""took,"" indicating that the subject took a short cut because of their familiarity with the area. Good job!"
1	None. Your sentence is grammatically correct and well-formed.
1	"None. Your sentence ""Magnus went to Ireland"" is a simple and clear statement that conveys the idea of Magnus traveling to Ireland without any errors."
0	"The subject of the sentence ""Who did John send the book?"" should be ""Whom"" instead of ""Who"". This is because ""John"" is an object pronoun and needs to be used as the object of the verb ""send"", not as the subject. So, the corrected sentence would be: ""To whom did John send the book?"""
1	None. Your sentence is grammatically correct. Well done!
1	None. Your sentence is grammatically correct and well-formed.
1	"None. Your sentence ""Harriet admired Mr Knightley"" is grammatically sound and does not contain any mistakes. Well done!"
1	None. Your sentence is grammatically correct!
1	None. Your sentence is grammatically correct.
1	None. Your sentence is well-constructed and free of errors. Emma made Harriet some food is a clear and concise way to express the idea that Emma prepared food for Harriet. Great job!
1	"None. Your sentence is grammatically correct and well-formed. The verb ""broke"" agrees with the subject ""window,"" and the preposition ""with"" correctly indicates the tool used to break the window (a hammer)."
1	"None. Your sentence is grammatically correct. The verb ""lay"" is in the correct tense and the phrase ""in order to avoid discovery"" is a common idiomatic expression used to convey that someone is hiding or concealing themselves to avoid being found out."
1	None.
1	None.
1	None. Your sentence is grammatically correct and well-structured. Well done!
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct and well-structured. You have used appropriate verb tenses and word order to convey your thoughts effectively. Good job!
1	None.
1	None. Your sentence is grammatically correct.
1	None. Your sentence is grammatically correct and well-formed.
0	"The phrase ""without reading"" should be set off with commas to indicate that it is an independent clause. Therefore, the correct sentence would be: Which article did Terry file papers without reading?"
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct.
1	None. Your sentence is grammatically correct! Well done!
1	None. Your sentence is grammatically correct and well-formed. The verb tenses are consistent, and the subject-verb agreement is proper. Good job!
1	None. Your sentence is grammatically correct and well-structured.
1	None. Your sentence is grammatically correct and well-structured. Good job!
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct and well-formed. Great job!
1	None. Your sentence is grammatically correct and well-formed.
1	"None. Your sentence is grammatically correct and well-formed. The verb ""promise"" agrees with the subject ""John,"" and the phrase ""to be gentle"" is a valid adverbial clause modifying the verb ""be."" Well done!"
0	"The subject-verb agreement is incorrect. ""Henri wants to buy"" should be ""Henri wants to buy which."" Since ""which"" is a singular pronoun, it requires a singular verb form ""wants,"" not the plural verb form ""buy."" Therefore, the corrected sentence would be: Henri wants to buy which books about cooking?"
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is well-constructed and free of errors. Good job!
0	"The verb ""cut"" should be in the third person singular form ""cuts"" because it agrees with the subject ""paper"". Additionally, the word order of the sentence should be corrected to make it more clear and natural-sounding. Here's the corrected sentence: Mary cuts the paper."
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct and well-formed.
1	"None. Your sentence is grammatically correct. The verb ""cooks"" agrees with the subject ""soup,"" and the phrase ""thickens"" describes the action of cooking. Well done!"
1	None. Your sentence is free of any grammar mistakes! Well done!
0	"The verb ""asked"" should be in the past tense to match the time frame of the sentence. Instead of ""asked,"" you could use ""asked."""
1	None.
1	"None. Your sentence is grammatically correct and well-formed. The verb ""whispered"" agrees with the subject ""John,"" and the phrase ""Mary left"" is a direct object of the verb. Good job!"
1	None. Your sentence is grammatically correct! Well done!
1	None. Your sentence is grammatically correct! Well done!
1	None. Your sentence is grammatically correct.
0	"The subject of the sentence ""Herself"" should be in the objective case (i.e., ""herself"" instead of ""Herself""). Additionally, the word order needs to be adjusted so that the verb agrees with the subject-object agreement rule. Here's a corrected version: Mary likes her mother herself."
0	"The phrase ""with some of the other boys"" should be replaced with ""against some of the other boys."" This is because ""fought"" is a transitive verb that requires an object to receive the action of fighting, and ""some of the other boys"" does not make sense as an object for fighting."
1	"None. Your sentence is grammatically correct. The subject of the sentence ""John's mother"" agrees with the verb ""likes"" and the object ""himself""."
1	"None. Your sentence is grammatically correct. The verb ""revealed"" agrees with the subject ""Mary,"" and the object ""John"" is correctly placed as the direct object of the verb. Good job!"
1	None. Your sentence is grammatically correct! Well done!
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct and well-formed. Mary thinks that she is smart is a common and idiomatic way of expressing the idea that Mary believes herself to be intelligent or capable.
1	None. Your sentence is well-constructed and free of errors. Good job!
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct and well-formed.
0	None.
0	"The main mistake is the use of ""everyone"" twice in a row. It should be replaced with a singular pronoun to avoid repetition and make the sentence more concise. Additionally, the verb tense should be consistent throughout the sentence. Instead of using both present and past tenses (hopes and sleep), it would be better to use only one tense."
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct! Well done!
1	None. Your sentence is grammatically correct.
0	"The verb tense inconsistency is the error I spot. You started with ""I saw"" which is past simple, but then you shifted to ""you did"" which is present perfect. To fix this, choose one consistent verb tense and stick to it throughout the sentence. For example:"
0	"The subject of the sentence should be ""Mary"" instead of ""What Mary did"". Also, the verb tense should be consistent throughout the sentence. Instead of using both past and present tenses (""give"" and ""was""), it would be better to use only one tense. Finally, the phrase ""Bill was give a book"" is incorrect and should be ""Bill gave a book""."
0	"The subject of the sentence ""The bears"" should agree with the verb ""sniffed"". Since ""bears"" is a plural noun, the correct form of the verb should be ""sniff"" instead of ""sniffed"", which is the third person singular form. Therefore, the corrected sentence would be: The bears sniff."
0	"The subject of the sentence ""to steal talismans from witches"" is not clear. It should be either ""one"" or ""you"" instead of ""to steal"". Also, ""from witches"" should be set off with commas to indicate a nonessential clause. Finally, ""dangerous 1"" should be written as one word, ""dangerous."""
0	"The word ""demonized"" should be followed by an object, such as ""Anson demonized the company."" Without an object, the sentence is incomplete and lacks clarity."
1	None. Your sentence is grammatically correct. Well done!
0	"The first mistake is the use of ""that"" twice in a row, which is unnecessary and can make the sentence sound awkward. Instead, you could replace both instances of ""that"" with ""which."" So, the corrected sentence would be: ""The book which I said that I'd never read."""
0	"The first mistake is that ""Anson demonized"" should be ""Anson demonsize"" because the verb ""demonize"" requires the -ize suffix to form the present tense. Additionally, ""up the Khyber"" should be set off with commas as it's a nonessential clause."
1	None.
1	None. Your sentence is grammatically correct and well-formed.
0	"The subject of the sentence ""Jason persuaded"" should be ""Jason persuades"", not ""Jason persuaded"". This is because ""persuade"" is a verb that requires the present tense to indicate an ongoing action, rather than the past tense. Additionally, there should be no comma after ""doctor"" in your sentence since it's not a clause."
1	None. Your sentence is grammatically correct and well-formed.
0	"The subject of the sentence ""The Peter"" should be in the singular form because it refers to one specific person named Peter. Instead of using ""we all like,"" you could use ""I like"" or ""he likes."" Here's the corrected sentence: The Peter I like was at the party."
1	None. Your sentence is grammatically correct and well-formed.
0	"The first error is that the verb tense is inconsistent. You started with ""Did Athena help us?"" which is in the past tense, but then you switched to ""us"" which is in the present tense. To fix this, you could change it to either ""Athena helped us"" (past tense) or ""Does Athena help us"" (present tense)."
1	None. Your sentence is grammatically correct and well-formed.
0	"The verb ""demonized"" should be in the third person singular form ""demonizes"" to agree with the subject ""Anson""."
1	None. Your sentence is grammatically correct and well-formed.
0	"The word ""poisoning"" should be changed to ""poisoned."" The correct sentence would be: Medea denied poisoned the phoenix."
0	"The word ""the"" is repeated twice in a row, which is unnecessary and can be removed for better clarity. Here's the corrected sentence: The elixir was hidden in a hole in the ground."
0	"The word ""Extremely"" should be an adverb modifying the verb ""frantically"", but it is not necessary to use it as it is already implied by the word ""frantically"". Therefore, the corrected sentence would be: Frantically, Anson danced at Trade 1."
1	None. Your sentence is grammatically correct! Well done!
0	"The subject of the sentence ""It's Anson that I like"" should be ""I"" instead of ""It"". Also, the word ""that"" is unnecessary and can be removed. So, the corrected sentence would be: ""It's Anson that I like"" becomes ""I like Anson."""
1	None. Your sentence is grammatically correct.
1	None. Your sentence is grammatically correct and well-formed.
0	"The verb ""can"" should be changed to ""will he be able to do it?"" or ""will he do it?"" as ""can"" is not the correct usage of the word. Additionally, the phrase ""Will he"" is not necessary and can be omitted. So, the corrected sentence would be: Will he be able to do it? or Will he do it?"
1	There are no grammar mistakes in your sentence. Well done!
1	None. Your sentence is grammatically correct and well-formed.
0	"The mistake is that ""about"" should be followed by a time expression in an unspecified form (e.g., ""a little after six o'clock,"" ""just before seven o'clock""), rather than a specific time expressed as a numerical hour and minute (e.g., ""six o'clock"")."
1	None. Your sentence is grammatically correct.
1	None. Your sentence is grammatically correct.
0	"The word ""passed"" should be changed to ""had passed"" because the action of passing happened before a specific point in time (the end of the course or exam). Therefore, the corrected sentence would be: Fortunately, Hermione had passed biology 1."
1	None. Your sentence is grammatically correct! Well done!
1	There are no errors in your sentence. Well done!
1	None.
1	None. Your sentence is grammatically correct and well-structured.
1	None. Your sentence is grammatically correct and well-formed.
0	"The subject of the sentence ""We linguists"" should be in the plural form because it refers to multiple people who are linguists. Therefore, the correct sentence would be ""Linguists love to argue."""
0	"The verb tense is inconsistent. ""He can"" is present ability, but ""will go"" is future intention. To fix this, you could change either the verb or the tense to maintain consistency throughout the sentence. For example: He will be able to go (future intention) or He can go (present ability)."
0	"The word ""fierce"" should be an adjective describing the battle, not a noun. Therefore, the correct sentence would be: How fierce is the battle?"
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct and well-formed.
1	None. Your sentence is grammatically correct and makes sense! Well done!
1	None.
1	None. Your sentence is grammatically correct! Well done!
0	"The word ""seems"" should be changed to ""is"" because it is a statement of fact rather than an observation or opinion. Therefore, the corrected sentence would read: Agamemnon is a maniac."
0	"The verb ""come"" should be in the third person singular form ""comes"" to match the subject ""Anson"". Therefore, the corrected sentence would be: Will Anson come to the party?"
1	None. Your sentence is grammatically correct and well-formed.
0	"The word ""inquired"" should be changed to ""asked"" because ""inquire"" is a verb that means to ask for information or clarification, and it is not used as an action that the subject of the sentence performs on themselves. Additionally, the phrase ""when could we leave"" would be more idiomatic as ""when can we leave""."
0	"The subject of the verb ""kicked"" is not clear. It should be either ""They kicked him/her/them,"" or ""He/She/They kicked them."" to make it grammatically correct."
0	"The first mistake is that the verb ""ate"" should be in the present tense instead of past tense since it describes an action happening now. So, it should be ""The monkey eats the banana."""
0	"The verb tense inconsistency is the error I found. You used ""would like"" which implies a future desire, but then you wrote ""swim 1,"" which suggests that it's already happening or will happen soon. To fix this, you could change either ""like"" to ""want"" or replace ""swim 1"" with the correct form of the verb in the present tense (e.g., ""I would like to swim"")."
0	"The verb ""kicked"" should be in the third person singular form ""kick"" to agree with the subject ""I"". Therefore, the corrected sentence would be: I kicked myself."
0	"The bookcase cannot run because it is an inanimate object and does not have the ability to move on its own. To correct this, you could say ""The bookshelf ran"" or ""Someone/Something ran with the bookcase."""
1	None - Your sentence is perfect!
1	None. Your sentence is grammatically correct.
